day,time,artist,album,type,title,spotify,apple,year,month
11th,12:00,PIERCE,Villain,digital single,Villain,https://open.spotify.com/album/0q1OdKar46YdnetbaZbFyY,https://music.apple.com/gb/album/villain-single/1480349760,2019,9
11th,18:00,DinDin,Malibu,digital single,Malibu (feat. Gray),https://open.spotify.com/album/2ZsjQpjKdcuLdbZxEuUqnu,https://music.apple.com/gb/album/malibu-feat-gray/1479669864?i=1479670016,2019,9
11th,18:00,Sim Yejun (F.Cuz),After Shower,digital single,After Shower,https://open.spotify.com/album/27Kchac7StLOfRKQdfQPBc,https://music.apple.com/gb/album/after-shower/1479708767?i=1479708768,2019,9
13th,12:00,"Mamamoo, AOA, Park Bom",Queendom Part.1,omnibus,Good Luck / Egoistic / HANN,https://open.spotify.com/album/6KEK9ix3xkhj7yqB3vZFtX,https://music.apple.com/gb/album/queendom-pt-1-single/1479661164,2019,9
16th,18:00,ANS,Boom Boom,debut digital single,Boom Boom,https://open.spotify.com/album/0fwlEEMSY4MShAX7KE5Pwz,https://music.apple.com/gb/album/boom-boom/1480204014?i=1480204015,2019,9
1st,12:00,Lee Seunghwan,Between Survival & Romance,pre-release single,Between Survival & Romance,https://open.spotify.com/album/1yEAydSNJg1LDjxwXvNEWh,https://music.apple.com/gb/album/between-survival-romance-single/1481805011,2019,10
1st,18:00,Chen (EXO),Dear my dear,mini album,Shall We?,https://open.spotify.com/album/7vIUunVE4NWLS0uq9X9o5f,https://music.apple.com/gb/album/dear-my-dear-the-2nd-mini-album-ep/1481446116,2019,10
1st,18:00,Hashtag,My Style,digital single,My Style,https://open.spotify.com/album/2b58NrAeyQQRNV8RyE599r,https://music.apple.com/gb/album/my-style/1481922817?i=1481922818,2019,10
2nd,12:00,ARGON,GO FORWARD : Wide Dream,mini album,Give me dat,https://open.spotify.com/album/6iHktUGzL43RMOx84i0Hu4,https://music.apple.com/gb/album/go-forward-wide-dream-ep/1482608527,2019,10
2nd,18:00,Ha Minwoo (ZE:A),The Tempo,mini album,Let Me Love U (feat. Lee Youngji),https://open.spotify.com/album/5hqUbQVi9N4PwCRlcRWDGT,https://music.apple.com/gb/album/the-tempo/1481940844,2019,10
2nd,18:00,Jeong Sewoon,Day,mini album,When it rains,https://open.spotify.com/album/2QTbdXQ4n2Xbng8ZKusUCF,https://music.apple.com/gb/album/day-ep/1482100470,2019,10
2nd,18:00,Kang Xiwon,Supa Diva,mini album,Passionate Love YEOL A-YA,https://open.spotify.com/album/5dxaaGgyuZrfXjTWFKvuOZ,https://music.apple.com/gb/album/supa-diva-ep/1482087557,2019,10
2nd,18:00,Vince,MENNAL,debut digital single,MENNAL (feat. Okasian),https://open.spotify.com/album/2I5RgHEKPnCAqea3CxI4lL,https://music.apple.com/gb/album/mennal-feat-okasian/1481434264?i=1481434269,2019,10
3rd,00:00,Rich Brian X Chungha,These Nights,digital single,These Nights,https://open.spotify.com/album/2ZHGnhsomLmLezueESi9ou,https://music.apple.com/gb/album/these-nights/1478261748?i=1478262060,2019,10
3rd,18:00,Kim Jinho (SG Wannabe),Song Spring,full-length album,Firecrackers and stars,https://open.spotify.com/album/1Auhf57Rd0lWOqRGwbKczz,https://music.apple.com/gb/album/song-spring/1482348445,2019,10
4th,12:00,Jang Woohyuk (H.O.T),WEEKAND,digital single,WEEKAND,https://open.spotify.com/album/3uphdogsFnGhfwpFFPwFfd,https://music.apple.com/gb/album/weekand-single/1482097455,2019,10
4th,12:00,MONSTA X,Someone's Someone,digital single,Someone's Someone,https://open.spotify.com/album/3CFYV1F2RIDoHyinrBv8y5,https://music.apple.com/gb/album/someones-someone-single/1482098000,2019,10
4th,13:00,SuperM,SuperM,debut mini album,Jopping,https://open.spotify.com/album/1C1qYeSC9RdgbrKXpZCTSJ,https://music.apple.com/gb/album/superm-the-1st-mini-album/1477917587,2019,10
4th,18:00,Baek Z Young,Reminisce,mini album,We,https://open.spotify.com/album/6Cat1YqkHL3BT1M4264hHN,https://music.apple.com/gb/album/reminiscence-ep/1482375656,2019,10
4th,18:00,B-Bomb (Block B),Finale,single album,Finale,https://open.spotify.com/album/4Ul92gkL78qV6xtx94PQ3b,https://music.apple.com/gb/album/finale/1482097898?i=1482097899,2019,10
4th,18:00,Limesoda,Wave,digital single,Wave,https://open.spotify.com/album/3cNphMDn97zeDrILVZA2Cu,https://music.apple.com/gb/album/wave/1482095683?i=1482095685,2019,10
4th,18:00,PRSNT (Jenyer),Face Time,digital single,Face Time,https://open.spotify.com/album/1Xl0BkhWfCX9Dewss8YIeB,https://music.apple.com/gb/album/face-time/1484288505?i=1484288511,2019,10
5th,18:00,Ha Sungwoon,Dream of a Dream,Fever Music project single,Dream  of a Dream (prod. Yoon Sang),https://open.spotify.com/album/3KulM5TZ61yFBkPutbwTfC,https://music.apple.com/gb/album/dream-of-a-dream/1482585908?i=1482585909,2019,10
7th,18:00,AB6IX,6IXENSE,full-length album,Blind for Love,https://open.spotify.com/album/0hyCfY4t7eGbYwjDqmQDO8,https://music.apple.com/gb/album/6ixense/1481883177,2019,10
7th,18:00,ONF,GO LIVE,mini album,Why,https://open.spotify.com/album/6N8KkgIpU1T3tenkJxHxk3,https://music.apple.com/gb/album/go-live-ep/1482095464,2019,10
1st,18:00,IU,Love poem,pre-release single,Love poem,https://open.spotify.com/album/5JadtZ710Yj8RSLNbSvDqo,https://music.apple.com/gb/album/love-poem/1485849442?i=1485849443,2019,11
1st,18:00,Jessi X Jay Park,Drip,digital single,Drip,https://open.spotify.com/album/3SEM96cj47LEOZpakQmaf7,https://music.apple.com/gb/album/drip/1485504184?i=1485504878,2019,11
1st,18:00,BTS,Make It Right (feat. Lauv) [EDM Remix],digital single,Make It Right (feat. Lauv) [EDM Remix],https://open.spotify.com/album/4fkUwOlruyTwQNG1LD6MJX,https://music.apple.com/gb/album/make-it-right-feat-lauv-edm-remix-single/1485646762,2019,11
2nd,18:00,Jeongmin (ex-Boyfriend),Why?,single album,Why?,https://open.spotify.com/album/5uUyFBHpTVuqsDJXAlkPLW,https://music.apple.com/gb/album/why/1485842239?i=1485842240,2019,11
3rd,18:00,HINAPIA,New Start,debut single album,Drip,https://open.spotify.com/album/79I7ijWthvkwe4xOW0zzQh,https://music.apple.com/gb/album/drip/1486120995?i=1486121000,2019,11
3rd,18:00,Nam Woohyun (INFINITE),When Fall Comes,digital single,When Fall Comes,https://open.spotify.com/album/1GC9m51zEAtKgViMTUVZJ2,https://music.apple.com/gb/album/when-fall-comes-single/1486121251,2019,11
4th,00:00,EXO,BIRD,Japanese single,BIRD,https://open.spotify.com/album/5PZhHeMOYmjXrw9mV1OOh8,https://music.apple.com/gb/album/bird-single/1481562277,2019,11
1st,12:00,Leo (VIXX),"December, the Night of Dreams",digital single,"December, the Night of Dreams",https://open.spotify.com/album/660XW0SKtpIlL2A3xut3Z9,https://music.apple.com/gb/album/december-the-night-of-dreams-single/1489679522,2019,12
1st,18:00,J.Y. Park,FEVER,digital single,"FEVER (feat. SuperBee, BIBI)",https://open.spotify.com/album/3pQEo2pmo1vKTkWbSbldBB,https://music.apple.com/gb/album/fever-feat-superbee-bibi/1488587842?i=1488587843,2019,12
1st,18:00,Yang Da Il X Kim Na Young,Goodbye list,digital single,Goodbye list,https://open.spotify.com/album/1offRgDJrgfBORBX4uqSEi,https://music.apple.com/gb/album/goodbye-list-single/1489940953,2019,12
2nd,12:00,Blue.D,Nobody,debut digital single,Nobody (feat. Mino of WINNER),https://open.spotify.com/album/6UKL26DtG6OIrLPgQxhv77,https://music.apple.com/gb/album/nobody-feat-mino/1488293683?i=1488293684,2019,12
2nd,18:00,Giriboy,Fatal Album III,full-length album,Snow Sweeping,https://open.spotify.com/album/5I2IjvBDa9nJ9F5GOLZIyy,https://music.apple.com/gb/album/fatal-album/1489928805,2019,12
2nd,18:00,Sejeong (gugudan),Dingo X SEJEONG,digital single,Tunnel,https://open.spotify.com/album/5Os62ERzhXZOl73uRieeDp,https://music.apple.com/gb/album/tunnel/1489437461?i=1489437462,2019,12
3rd,12:00,Hi Cutie,Lovely Day,digital single,Lovely Day,https://open.spotify.com/album/3wlbpsbSrGLCLbOaIg1mid,None,2019,12
3rd,12:00,WeGirls,Hello Christmas,holiday single,Hello Christmas,https://open.spotify.com/album/6flxtdIQcgbOsaTsiEqgR1,https://music.apple.com/gb/album/hello-christmas/1490176276?i=1490176277,2019,12
3rd,18:00,Davichi,Dear.,digital single,Dear.,https://open.spotify.com/album/6k8MPTcvl25jtS2GKu6GpA,https://music.apple.com/gb/album/dear/1489912070?i=1489912071,2019,12
3rd,18:00,Hwang Chi Yeul,Untitled,digital single,Untitled,https://open.spotify.com/album/7okTGuSFoTgI03WbOC6dIh,https://music.apple.com/gb/album/untitled-single/1489944860,2019,12
3rd,18:00,U-Kwon (Block B),RISE UP,debut single album,FUEGO (feat. RGP),https://open.spotify.com/album/3wYNwOAJeUFyaBns432U3V,https://music.apple.com/gb/album/rise-up-bayb-single/1489605443,2019,12
4th,00:00,ATEEZ,TREASURE EP.EXTRA:Shift The Map,Japanese full-length album,Utopia (Japanese Ver.),https://open.spotify.com/album/3uejTFamPCZuTD1HvYLqw2,https://music.apple.com/gb/album/treasure-ep-extra-shift-the-map/1485352559,2019,12
4th,00:00,DAY6,THE BEST DAY2,Japanese compilation album,,https://open.spotify.com/album/1LDHf4VNXPeb7Q99QznE4h,https://music.apple.com/gb/album/the-best-day2-japanese-version-ep/1487648675,2019,12
4th,12:00,Jung Jinwoo,Ignorance,digital single,Nowhere,https://open.spotify.com/album/5GjOJ4ITDdrqpzlRjYCWMX,https://music.apple.com/gb/album/nowhere/1490210539?i=1490210545,2019,12
4th,18:00,CL,In the Name of Love,project album,+DONE161201+,https://open.spotify.com/album/1GpTYZNg9VrcKoM9Mb0xM0,https://music.apple.com/gb/album/in-the-name-of-love-single/1490199449,2019,12
4th,18:00,Jung Seunghwan,My christmas wish,digital single,My christmas wish,https://open.spotify.com/album/0CEjLhdk4ktEFkJDjnWIGm,None,2019,12
4th,18:00,Park Jihoon,360,mini album,360,https://open.spotify.com/album/53YEQvskhdcSizfLYYO4DA,https://music.apple.com/gb/album/360/1490205984,2019,12
5th,18:00,Crush,From Midnight to Sunrise,full-length album,With You / Alone,https://open.spotify.com/album/43ydwqcOrjHBTun8wOk7i8,https://music.apple.com/gb/album/from-midnight-to-sunrise/1488587815,2019,12
5th,18:00,JxR,ELEMENT,debut digital single,ELEMENT,https://open.spotify.com/album/5ZRjanwE6FfETqd3qdIqO5,https://music.apple.com/gb/album/element/1490402420?i=1490402422,2019,12
5th,18:00,Lee Junyoung (U-KISS),GALLERY,debut single album,Curious About U,https://open.spotify.com/album/7nG4jDV9SrFH2klTr3gNxZ,https://music.apple.com/gb/album/gallery-single/1490246229,2019,12
6th,18:00,JBJ95,ONLY ONE,digital single,ONLY ONE,https://open.spotify.com/album/5DeS90uKqOWhS3ysZ00V14,https://music.apple.com/gb/album/only-one/1490399727?i=1490399728,2019,12
6th,18:00,THE BOYZ,White,remake single,White,https://open.spotify.com/album/1YYdEA6ykYQ0dpXrqj7tWP,https://music.apple.com/gb/album/white/1490559156?i=1490559166,2019,12
2nd,12:00,DONGKIZ,All I Need Is You,follow-up single,All I Need Is You,https://open.spotify.com/album/2DVoQqfzgHQl4rOBOVofnl,https://music.apple.com/gb/album/dongky-town-ep/1486285138,2020,1
2nd,18:00,Brown Eyed Girls,Snowman,digital single,Snowman,https://open.spotify.com/album/3A5D6jRWLdkIp7sEba4k5J,https://music.apple.com/gb/album/snowman-single/1493378724,2020,1
2nd,18:00,MCND,TOP GANG,pre-debut digital single,TOP GANG,https://open.spotify.com/album/506twLo58R8O15T9EgyQsp,https://music.apple.com/gb/album/top-gang/1493379210?i=1493379491,2020,1
2nd,18:00,TST,Countdown,single album,Countdown,https://open.spotify.com/album/1qjIAp0tJsJTlH9oNm0jfO,https://music.apple.com/gb/album/countdown-single/1493475035,2020,1
3rd,18:00,Hee,Carry On,digital single,Carry On (feat. Yehana & Ellie of WeGirls),https://open.spotify.com/album/5FXYcaqzQz8lqhGrvZul0F,https://music.apple.com/gb/album/carry-on-single/1493376946,2020,1
5th,12:00,"Zelo (ex-B.A.P), Jvde (ex-BIGSTAR), Lil Oppa",Shower,digital single,Shower,https://open.spotify.com/album/0G3MipaMcZQAfvemi9FvBY,https://music.apple.com/gb/album/shower-single/1493430519,2020,1
5th,18:00,Yerim Sohn,Problem,digital single,Problem / Pale Blue,https://open.spotify.com/album/6LceEHTZQmHEJ4caSw30AW,https://music.apple.com/gb/album/problem-ep/1493742963,2020,1
6th,18:00,ATEEZ,TREASURE EPILOGUE : Action to Answer,mini album,Answer,https://open.spotify.com/album/3TTkDOcSzRQCvGMT7VmmPE,https://music.apple.com/gb/album/treasure-epilogue-action-to-answer-ep/1493365097,2020,1
6th,18:00,Dustin,Burn,debut single album,Burn,https://open.spotify.com/album/1xTBqqWtVAfAck2WmsJB6w,https://music.apple.com/gb/album/burn/1493538972?i=1493538982,2020,1
6th,18:00,Younha,Unstable Mindset,mini album,Dark Cloud,https://open.spotify.com/album/7tY3mqjeJaMr6RFJYnjI2s,https://music.apple.com/gb/album/unstable-mindset-ep/1493161365,2020,1
7th,18:00,B.O.Y,Phase One : YOU,debut mini album,My Angel,https://open.spotify.com/album/7nJEXljckI6G3DDLdwgKKA,https://music.apple.com/gb/album/phase-one-you-ep/1493753394,2020,1
7th,18:00,SF9,First Collection,full-length album,Good Guy,https://open.spotify.com/album/6OWLP5aWafuctNQoJka9LQ,https://music.apple.com/gb/album/first-collection/1493921104,2020,1
7th,18:00,VERIVERY,FACE ME,mini album,Lay Back,https://open.spotify.com/album/3foK58isBZtgFp6MU1vGR1,https://music.apple.com/gb/album/face-me-ep/1493158917,2020,1
8th,00:00,Oh My Girl,Eternally,Japanese full-length album,Eternally,https://open.spotify.com/album/5HUxzuINBDEz1Kw8l9CD9Q,https://music.apple.com/gb/album/japan-3rd-album-eternally-ep/1491010235,2020,1
8th,18:00,DreamNote,Dream Wish,single album,Wish,https://open.spotify.com/album/7IWTIilhMrP02a88DWsBsP,https://music.apple.com/gb/album/dream-wish-ep/1494246175,2020,1
9th,12:00,Amber Liu (f(x)),Stay Calm,digital single,Stay Calm,https://open.spotify.com/album/6cyaeXjCZdKQ5if8wiOSfJ,https://music.apple.com/gb/album/stay-calm-single/1479223791,2020,1
9th,12:00,VOISPER,Keep Going,digital single,Keep Going,https://open.spotify.com/album/2oqK2CFBw39VAAl2YWBVAN,https://music.apple.com/gb/album/keep-going-single/1494111217,2020,1
2nd,18:00,BIBI,LISTEN 035,Mystic Story project single,Restless,https://open.spotify.com/album/5xDX8Uv4ojXg0ONDEcAMra,https://music.apple.com/gb/album/restless-single/1497478149,2020,2
2nd,18:00,Kim Jaehwan,Goodbye,digital single,Goodbye,https://open.spotify.com/album/70REZFTg0i8u6jxNHrp1rp,https://music.apple.com/gb/album/goodbye-single/1497266587,2020,2
3rd,12:00,KittiB,1718: psycho,digital single,psycho (feat. Vincent Blue),https://open.spotify.com/album/3B94qRDTNFY4OJVGUT2EFF,https://music.apple.com/gb/album/1718-psycho-feat-vincent-blue/1497273561?i=1497273563,2020,2
3rd,18:00,DKB,Youth,debut mini album,Sorry Mama,https://open.spotify.com/album/5d2mfkwLfMNV4Ccn0hLtZU,https://music.apple.com/gb/album/youth-ep/1497491598,2020,2
3rd,18:00,EVERGLOW,reminiscence,mini album,DUN DUN,https://open.spotify.com/album/5ByQ39IHGxrddAwQcnxvoj,https://music.apple.com/gb/album/reminiscence-ep/1496893164,2020,2
1st,18:00,Naeun & Jinsol (APRIL),Matter of Time,digital single,Matter of Time (prod. Kim Hyunsuk),https://open.spotify.com/album/0HdOjA8p9ytp8k3yQna9wV,https://music.apple.com/gb/album/matter-of-time/1501112843?i=1501112844,2020,3
1st,18:00,Stella Jang,Recipe,digital single,Recipe,https://open.spotify.com/album/75WsF8joEggF8yKaR5dCqV,https://music.apple.com/gb/album/recipe-single/1501113312,2020,3
2nd,18:00,Yook Sungjae (BTOB),YOOK O'clock,special album,Come with the Wind,https://open.spotify.com/album/1ofKbRAsx2IWGcOzLN6enx,https://music.apple.com/gb/album/yook-oclock/1500355145,2020,3
3rd,18:00,CLUB 33 (KIRIN & SUMIN),2020,digital single,"Dreams Come True (Feat. Golden, Jay Park)",https://open.spotify.com/album/2ivll4rHB5TPCVSrRDYfAo,https://music.apple.com/gb/album/dreams-come-true-feat-golden-jay-park/1501297720?i=1501297721,2020,3
3rd,18:00,CRAXY,My Universe,debut mini album,ARIA,https://open.spotify.com/album/20K3dLngjcAJy2pCEFwQET,https://music.apple.com/gb/album/my-universe/1501155904,2020,3
3rd,18:00,DPR LIVE,I.A.O.T? (IS ANYBODY OUT THERE?),full-length album,Legacy,https://open.spotify.com/album/6j8x8zBChjzCn0FD7KJB7p,https://music.apple.com/gb/album/is-anybody-out-there/1500730610,2020,3
4th,18:00,John Park,You're Like March,digital single,You're Like March,https://open.spotify.com/album/3FfsMO4e46nNabPg2o5dqL,https://music.apple.com/gb/album/march-lover-single/1501489324,2020,3
4th,18:00,VIINI,Moon & Butterfly,single album,"Love the Moon (feat. Lee Suhyun of AKMU, BLOO)",https://open.spotify.com/album/5EfhSL4itlGQYrfl40K9N2,https://music.apple.com/gb/album/moon-butterfly-single/1500834801,2020,3
5th,18:00,Yezi (ex-FIESTAR),Home,digital single,Home,https://open.spotify.com/album/3npgimYVYM64IDAiLytb2l,https://music.apple.com/gb/album/home/1501651761?i=1501651762,2020,3
6th,12:00,AleXa,Do or Die,digital single,Do or Die,https://open.spotify.com/album/1FtVs3EZ1TNDvjy8YCvck7,https://music.apple.com/gb/album/do-or-die/1500541455?i=1500541457,2020,3
6th,12:00,Aseul,Slow Dance,full-length album,Bye Bye Summer,https://open.spotify.com/album/785adWJo2uSCmUXhqQcGIa,https://music.apple.com/gb/album/slow-dance/1501647287,2020,3
6th,18:00,NCT 127,NCT #127 Neo Zone,full-length album,Kick It,https://open.spotify.com/album/5YOvg682zFOleCiSndLnZr,https://music.apple.com/gb/album/nct-127-neo-zone-the-2nd-album/1498962639,2020,3
6th,18:00,2NYNE,TARA-Y-A,digital single,TARA-Y-A,https://open.spotify.com/album/2Ljk4rvuvVpMO5qaW2duyl,https://music.apple.com/gb/album/tara-y-a/1501807566?i=1501807567,2020,3
9th,18:00,ITZY,IT'z ME,mini album,WANNABE,https://open.spotify.com/album/2gertXS08whDTzBWfmewPO,https://music.apple.com/gb/album/wannabe/1501233592?i=1501233595,2020,3
9th,18:00,Victon,Continuous,mini album,HOWLING,https://open.spotify.com/album/1BISalIxOssJALbwtHSBTh,https://music.apple.com/gb/album/continuous-ep/1502073930,2020,3
10th,18:00,Lee Woo (former MADTOWN),memories,digital single,memories,https://open.spotify.com/album/3ZMClcR1gIYWuqtB6bd1Bb,None,2020,3
11th,00:00,Dreamcatcher,Endless Night,Japanese single album,Endless Night,https://open.spotify.com/album/1kbzuQvrTzEe5pOrxgP9df,https://music.apple.com/gb/album/endless-night-single/1500550522,2020,3
11th,00:00,Kim Jaejoong (JYJ),Brava!! Brava!! Brava!! / Ray of Light,Japanese single album,Brava!! Brava!! Brava!! / Ray of Light,https://open.spotify.com/album/2fHdOaE1AlYCSPJJFQW4XI,https://music.apple.com/gb/album/brava-brava-brava-ray-of-light-single/1500537794,2020,3
1st,00:00,CIX,Revival,Japanese single album,Revival,https://open.spotify.com/album/6u6b0BCiW54ARWrJ5RqfJt,https://music.apple.com/gb/album/revival/1500730517?i=1500730529,2020,4
1st,00:00,SEVENTEEN,Fallin' Flower,Japanese single album,Fallin' Flower,https://open.spotify.com/album/3LhruYOSl2NPClKMGRpA2W,https://music.apple.com/gb/album/maiochiruhanabira-fallin-flower-single/1504024467,2020,4
1st,18:00,AleXa,Do or Die,mini album,Do or Die,https://open.spotify.com/album/3f7o5DhMd9IDpI800O8J4X,https://music.apple.com/gb/album/do-or-die/1502765256,2020,4
1st,18:00,Ji Jinseok,Half/Half,mini album,JUST,https://open.spotify.com/album/1QLnAW661XDUEEaEfErndo,https://music.apple.com/gb/album/half-half-ep/1505721765,2020,4
1st,18:00,Kwon Jin Ah,Something's Wrong,digital single,Something's Wrong,https://open.spotify.com/album/5TbAZIZKLCNNM0F7rXWqb1,https://music.apple.com/gb/album/somethings-wrong-single/1505731442,2020,4
1st,18:00,TOO (TEN ORIENTED ORCHESTRA),Reason for being : Benevolence,debut mini album,Magnolia,https://open.spotify.com/album/40kgv1cXd23PsABJIxXDJ1,https://music.apple.com/gb/album/reason-for-being-benevolence-ep/1503641349,2020,4
2nd,18:00,Code Kunst,PEOPLE,full-length album,"Flower (feat. Jay Park, Woo, Giriboy) / O (feat. Lee Hi)",https://open.spotify.com/album/2UF3SkoMBUZZf5n6sCBUft,https://music.apple.com/gb/album/people/1505292559,2020,4
2nd,18:00,OTC (Off The Cuff),Going Out,debut single,Going Out,https://open.spotify.com/album/6oKkXkaXQozJHonhdr2ZhH,https://music.apple.com/gb/album/going-out/1505730451?i=1505730452,2020,4
2nd,18:00,Kang Minkyung (DAVICHI),Digital Lover,digital single,Digital Lover (Kang Minkyung ver.),https://open.spotify.com/album/2CBRE88YsS48lhbGN7eTv3,https://music.apple.com/gb/album/digital-lover-min-kyung-kang-ver-single/1505708502,2020,4
1st,18:00,Yesung (Super Junior) X Suran,Still Standing,STATION project single,Still Standing,https://open.spotify.com/album/24CLUCxTxhwygLoY8gEMNy,None,2020,5
1st,18:00,BURVEY,Swing Bebe,debut digital single,Swing Bebe,https://open.spotify.com/album/2C4pCe3Tl6PHztLbpIrvkb,None,2020,5
1st,18:00,Vitamin,Now I Know,digital single,Now I Know,https://open.spotify.com/album/3qezhedgwgWP190VfxwJeN,None,2020,5
2nd,18:00,Hong Changwoo,We Thought We Were Special,Love Story project single,We Thought We Were Special (feat. Lee Changmin of 2AM),https://open.spotify.com/album/03WPzOl5pFDfM4xxvd3DXY,None,2020,5
2nd,18:00,Amber Liu (f(x)) & James Lee (former Royal Pirates),Alright,digital single,Alright,https://open.spotify.com/album/0AcjP5tBn2sLAjMCGx7sh5,None,2020,5
4th,18:00,ASTRO,GATEWAY,mini album,Knock,https://open.spotify.com/album/5mSkyxRRofx2WkVaij09sW,None,2020,5
4th,18:00,Fanatics,Plus Two,mini album,Vavi Girl,https://open.spotify.com/album/1ZJzb4duYSqMeHD67nuTma,None,2020,5
4th,18:00,Taeyeon,Happy,digital single,Happy,https://open.spotify.com/album/1nPB6o7EjGvUORXlnioEPk,None,2020,5
5th,12:00,2Z,Nostrum,mini album,Doctor,https://open.spotify.com/album/6F8XxPKeim6Bx2ybj9XiUo,None,2020,5
5th,12:00,Millenasia Project (DREAMCATCHER x AleXa x IN2IT),Be The Future,single album,Be The Future,https://open.spotify.com/album/2u1hLlBwwgnxiy3hLvqOl2?si=8AkpXHElR36R7ad0owSlkg,None,2020,5
6th,00:00,Stray Kids,SLUMP -Japanese ver.-,Japanese single,SLUMP -Japanese ver.-,https://open.spotify.com/album/1rMJ7HW23BYdyMce1mbXrP,None,2020,5
6th,18:00,IU,Eight,digital single,Eight (prod. & feat. Suga of BTS),https://open.spotify.com/track/0pYacDCZuRhcrwGUA5nTBe?si=y3XZd3s9RQywJo905gD4Pg,None,2020,5
6th,18:00,Monday Kiz X Ken (VIXX),To us who have to endure,digital single,To us who have to endure,https://open.spotify.com/album/5LhTJ7jZvjpYlLsZ9fZ5Lq?si=Uk-uwP5RQ_CDdsxCsWRB3g,None,2020,5
7th,18:00,BOL4,Leo,pre-release single,Leo (feat. Baekhyun of EXO),https://open.spotify.com/album/4wMb27rPOFS7vQSNsnjQC7,None,2020,5
7th,18:00,Moon Jongup (ex-B.A.P),Headache,solo debut single album,Headache,https://open.spotify.com/album/41WTHOfBxmQRCItWET5j9p,None,2020,5
7th,18:00,NATTY,Nineteen,debut single,Nineteen,https://open.spotify.com/album/6XnFMmVnbFEDnFjc6xRw2g,None,2020,5
8th,00:00,BOL4,Bom / Stars Over Me,Japanese single album,Bom / Stars Over Me,https://open.spotify.com/album/28M9D7jC927PJdl0eoOEnJ,None,2020,5
8th,00:00,Elhae (with I.M of Monsta X),Need to Know,English digital single,Need to Know,https://open.spotify.com/album/2Ae3hGM7VD1DvRGqAkKjC6,None,2020,5
8th,18:00,NCT 127,iScreaM Vol.1: Hero,remix single,Kick It (Valentino Khan Remix) / Kick It (Hitchhiker Remix) / Kick It (MINIMONSTER Remix),https://open.spotify.com/album/19kdYfU8fFSKwXd5EZwNr5?si=yOp48sLzT6-inuasnY8BsA,None,2020,5
10th,12:00,Moon Hyuna & Pyo Hyemi (ex-9muses),Walking,digital single,Walking,https://open.spotify.com/album/1i2fiQGm22FP7KBcgXLCxZ,None,2020,5
11th,18:00,DAY6,The Book of Us : The Demon,mini album,ZOMBIE,https://open.spotify.com/album/3JX0hnu8b55RtbtEdUSYor,None,2020,5
11th,18:00,NU’EST,The Nocturne,mini album,I'm in Trouble,https://open.spotify.com/album/5j8qRyyqFwXkIH7boJ6m9N,None,2020,5
12th,18:00,Baek Jiyoung X Ong Seongwu,Didn't Say Anything,digital single,Didn't Say Anything,None,None,2020,5
12th,18:00,Raiden X Chanyeol (EXO),Yours,digital single,Yours (feat. Lee Hi & Changmo),None,None,2020,5
1st,?,TWICE,,,More & More,None,None,2020,6
9th,?,WJSN,Neverland,mini album,,None,None,2020,6
10th,00:00,Jun. K (2PM),This Is Not a Song,Japanese mini album,,None,None,2020,6
